Date,Review
18-Nov-22,"This place was Bomb AF. Now it's always packed, but the service is amazing and the li e goes quick. The location it was recommended, so I had to try it out. The sausage and Pepperoni was good. But to me, the pure Pepperoni pie was the shit. I also had a Sicilian pizza, which was a thick pie with cheese, but just add a little dried cilantro that's offered in the shakers, and that changed everything. It's something we all need to go try and check out. Save me a slice, I'm coming too."
17-Nov-22,"When in NYC, this was one of the top tourist activity. The line moved fast but there was always a long line. The pizza was pretty inexpensive and came out pretty fast. I was able to find a seat near their wall of fame. But since it was so busy, I would plan for takeout.Overall, the pizza was over hyped. It's a great on the go choice while travelling but I wouldn't especially come out here for a slice."
17-Nov-22,A must have if you're in NY. There was a line out the door (which moved very quickly) but we took that as a good sign that this plus must be good! Wish we had something like this at home in CA!
17-Nov-22,"Solid pizza, but I'm sure there are better options around. I think everyone knows Joe's as the class NY pizza spot, which likely has caused the increase in price over time. When I came, it was $5 for a slice which is a lot more compared to the other places you see walking around.We opted for a slice of pepperoni pizza, which they heated and served quickly. The slice itself was large and thin, with a nice crispy crust. I really did like the texture, and the sauce, cheese, and pepperoni topping were all pretty good as well. There wasn't too much that stood out about this except for the crust, which really captured the NYC pizza essence. Worth a try for sure, but I do feel that you can get something better in the area."
17-Nov-22,"Popped in for a quick slice while visiting town- delicious and well-worth it. Hot and fresh, one of the best slices I've had in a while. Will definitely come back here."
16-Nov-22,"Famous pizza spot in the city that made an appearance in the Spider-Man movie. Long line but moves pretty quick. Got the caprese and it was pretty good - thin crust, not flimsy, not too saucy or heavy. $5-$5.50 per slice and they're a good size. Not a lot of space to eat your pizza, so gotta squeeze in with everyone else. There's also standing room outside. Not sure if I'd wait in the line again because it was good but not the best pizza I've had. But now I can say I've tried Joe's! Worth the experience!"
16-Nov-22,Ugh........ Me and my girlfriend wanted to love this place so bad because it was our first NY pizza and everyone kept recommending it to me but it was just.... Ok.... It needed more sauce and more salt and it needs more meat choices they literally only had sausage and pepperoni. The customer service isn't great either but it's NY so we kinda expect it. The good part about this pizza is it's huge and the dough is good so you will get full. Price isn't that bad and they do deliver and stay open til 3am Crust is burnt if you like it like that.
15-Nov-22,One of the best pizzas in NYC did not disappoint. Sometimes a long line but it moves quick! Get the classic cheese and pepperoni. I thought I could've skipped the white pizza it was a little bland compared to the other two. About $5 per slice they're nice crispy thin and takes up a lot of surface area.
15-Nov-22,"New York pizza at it's finest! We ordered the Supreme... the sauce was flavorful, the crust was perfectly New York thin to fold and eat, and the toppings were distributed artistically to ensure a perfect bite every time. I'm incredibly picky when it comes to food and Joe's exceeded my expectations! The pizza was delicious even after it got cold during our roadtrip."
13-Nov-22,"This is it. The pizza you want. The pizza you need. The one worth swinging 10 blocks for. The one where hey you'd love to save some for a good ol breakfast slice, but you know it won't come to that.  Eat it now."
11-Nov-22,Good enough if you're staying around Times Square and want a quick bite. I recommend the Sicilian.
11-Nov-22,When you order for delivery the pizza is all dried up like it's  been sitting there for hours ! These restaurants need to keep up with the program if you want to have a good quality restaurant no matter what your selling let it be the best and not garbage !!! Just garbage !!!Please New York bring back the true Italian pizzeria's  made by true Italian's  !!!!
9-Nov-22,"Picked up a slice of pizza for a quick late dinner while walking back to my hotel, JK you know the line was long as shit.  So I stood in line for probably about 20 minutes, watching a giant cockroach try to climb up a pole.  When I finally got to the counter, I thought I should probably order two slices to make the wait worthwhile.  Got pepperoni and margherita.  I ate the pepperoni slice at the standing counter, as another, smaller, cockroach tried to fight me for it.  I said, ""not today, cockroach.""  Seriously, I love New York City.  The pepperoni slice was very good, but not sure it was worth the wait, as it wasn't necessarily better than other NY slices I've had."
7-Nov-22,Joe's Pizza deserves all of its recognition for serving amazing pizza. Granted the slices are pricer than other pizzerias but it's so worth it. My boyfriend and I came here for lunch and the line was outside the door (don't be intimidated by it because it goes by super fast). They have a great selection of pies and they accept cash/card. They don't have the biggest seating area but people go in and out quickly so it's not that big of an issue. We ordered:* Supreme* Caprese* Cheese* Sicilian and two drinks which came out to around $26 (definitely pricier but everything was delicious) Our favorites were definitely the supreme and cheese slices. Hot pizza with melty cheese and a perfect crust on a paper plate is just chef kiss. I would 100% come back here again and try out the rest of their menu.
6-Nov-22,The best classic New York slice! The perfect think crust and the perfect right amount of cheese set Joe apart. You will want to go back to get more and you also won't feel terrible after eating four slices. Came on a Friday night and waited about 20 minutes. Got the cheese slice and caprese. Cheese is the best! I'd stick to all cheese slices next time
6-Nov-22,"Not bad. Must-try cause it's touristy. A little overrated, but still a solid slice. The Sicilian looks like cafeteria food, but it's actually really good. Kind of gets dinged a bit because the line is so long and the tourist shop next door decided to subject the line to Christian Talk Radio on a loudspeaker and there's a funky smell while you wait.Food: 3/5Value: 3/5Experience: 2/5Service: 5/5Ambiance: 3/5Good For: tourists. MCU fans. Late night bite.There's a really funny Kevin Bacon quote about his last day on earth if you can find it."
6-Nov-22,"Worth any line wait. Yum, Yum yum!   Thin crispy crust pies with toppings that are fresh and perfectly proportioned.  Best in the city. Keep it simple. No need to say anything more.  Mmmm"
30-Oct-22,"Expectations run high when you pay $5 for a slice of pepperoni pizza. It was definitely one of the better NY pizzas out there, but at this price point ""above average"" wasn't really good enough for me. Maybe the other flavors are better, but we could probably find better pizza for the price. I think it works for occasionally taking friends for the NY pizza experience, but I personally wouldn't make this my go-to."
30-Oct-22,"Solid New York City pizza.  The plain cheese slice is the best.  Most of the time the pizza is consistent - crispy, good cheese and sauce flavor.  The only thing is it gets really crowded and if you try to eat your pizza there, you will need to squeeze in among strangers.  Doesn't make for a very clean or sanitary experience.  Best if you gobble down your pizza quickly and be on your way.  The line can get long but does move quickly."
28-Oct-22,"A must in NYCDon't let the line scare you.  It moves quickly.  Plenty of options with pizza, served by the slice ,and reasonably priced.  Take your box to go or eat in the little standing room space.  Don't expect to be here for more than 30 minutesThere's a reason the line here is long and that this place is named ""The most famous pizza"" in NYC.You won't regret stopping in.  Yes the location is right by TImes Square so expect a lot of tourists but you'll be so into your pizza and the ooey gooey heavenly bites of it that you won't even remember the long line, wait time or the annoying tourists that are near by"
27-Oct-22,This place is overhyped. The people who make the pizza aren't professional and routinely overcook the pizza. Cheese makes it soggy and not crisp. I would recommend you try other places.
27-Oct-22,"Extremely nice staff, pizza is cooked perfectly. Nice crunch and the toppings were delicious. Very fast pace but what else do you expect in New York. Will be coming back!"
27-Oct-22,"Joes Pizza needs no introduction. Its arguably one of the most famous pizza spots in NYC, and as a pizza lover, I was fairly excited to try a slice of this pizza that everyone speaks so highly of. The line was somewhat long but moved very quickly. I'd say that I was already at the front of the line after waiting only 10 minutes or so.To keep it simple, I ordered both a pepperoni and cheese slice (not pictured). The cheese slice while decent, wasn't anything to write home about and tasted similar to any regular cheese slice from a pizza shop in NYC. The pepperoni slice was much more enjoyable and had much better flavor. Despite the taste being underwhelming, the presentation of the pizza and aura of the shop were appealing in their own right. I enjoyed my short time at Joes and would probably come back if it was in my path or if I was craving a quick slice."
26-Oct-22,Good pizza stop. This place has a lot of history and is right off of time square. Definitely worth the stop if you are in that area. The only down side is that they are always packed and will require a wait. But that may also show how good they are. Great prices also.
26-Oct-22,"You don't come here for the pizza, you come here because of the culture! So you can say you've been to Joes pizza in New York - you know - the famous one? You come here when it's 2am and nothing sounds better than a New York pizza when you're drunk!The pizza itself is not bad at all, but it's not as mind blowing as people make it to be - I don't think it tastes any different than other pizzas, except for maybe a step above 99 cent pizza.But I'm always here to have a good time. The staff is nice, the pictures of mentions of the famous joes pizza on the walls to remind you that it's a great place to be. Pizza is a little pricy, but for the experience, why the heck not"
26-Oct-22,Visiting from out of town and had to try this iconic pizza place. It did not disappoint! Pizza was hot and tasted amazing. It's not really a sit down restaurant but we found a table to stand around and enjoy our pizza at. We got the pepperoni and supreme. Both were amazing.
26-Oct-22,"Out of all the slices of pizza I gobbled down during my New York escapade, Joe's hit the spot the hardest. On my first stop I got slices of Pepperoni and Sicilian, both were delicious! I had to double back the same day to try more. That time, I tried the Caprese. Fantastic! I'm excited to go back for more!"
25-Oct-22,Just returned from spending 5 nights in NYC and we ate at Joes pizza 3 times. It was so good!
24-Oct-22,"Amazing pizza! Fast service, definitely would recommend everybody try it out when in Time Square."
23-Oct-22,Delicious pizza and nice hardworking men serving them. Worth the long wait. It's a pretty big slice
22-Oct-22,"MEAL: DinnerORDER TYPE: Carry outMY ORDER EXPERIENCE:This place needs no introduction because Joe's Pizza had been around since 1975. This pizza place had celebrity customers and featured in various shows. This location is closer to Times Square. It's one of the most popular pizza places to try in New York. Being a pizza lover, I was looking forward to trying pizza at this restaurant. As anticipated, there was a long queue and it took about 30 mins for me to place my order at the counter. They had both indoor and outdoor seating with limited space availability. Most of the orders were carry outs. Once you walk into the place, you will notice the pictures of famous celebrities who have tried Joe's pizza over the period of time. As I was getting closer to the counter, they displayed the pizzas in the see-through glass. As we scanned through the menu, my friends couldn't find chicken which was surprising to us so we had to settle for Veggie Pizza and Caprese Pizza. We ordered the entire Pie of each and each pie comes with 8 slices.  I had to wait for an additional 30 min to get my pizza which was quite annoying. As I was waiting, I got to see the whole Joe's pizza making process which was quite interesting. The pizzas are placed in a special oven where the pizza is well baked. After a long wait, we finally got our pizza. As soon as I got the pizza, I first had the Veggie Pizza right away. The presentation itself was so appealing and after I took the first bite it was so delicious. The pizza dough was soft and fresh. The Veggie pizza had broccoli, mushrooms, peppers, onions and olives. As I was working through, I couldn't enjoy it further. Second, I had the Caprese Pizza which had sliced tomatoes, basil, fresh mozzarella cheese and extra virgin olive oil. This was my favorite of both. Both pizzas had the right amount of sauce and the toppings."
21-Oct-22,Best New York pizza !! Would recommend to anyone coming to the city for the first time and really wanted to experience a delicious New York style slice! Wish I lived closer to buy more !
21-Oct-22,"Joe's Pizza is where I got my first authentic slice of NY pizza, and it did not disappoint! The price is reasonable, the flavor is on point, and it's everything a thin crust should be--perfectly crisp with each bite, yet soft to chew. The vibe is charming and iconic, and while the lines are long, the employees know how to really hustle and get pizza out quick. Would definitely recommend!"
18-Oct-22,Go to 99 cent pizza around the corner. It's cheaper and better. My 5$ slice was mediocre and the cashier was rude and had no patience lol. Line is usually long so I thought it was good. Disappointed
17-Oct-22,"Simply Greaf Pizza!. Try their Supreme thin crust, so so good.  A lot of famous people visit this particular restaurant . If you're in Time Square make sure you  visit this place"
16-Oct-22,Definitely worth the wait don't be fool by the long lines outside because it goes fast the pizza always come out fresh and hot would definitely recommend anyone who's visiting Nyc to stop by here and grab a slice one
13-Oct-22,Fast service the pizza was hot and fresh. The sauce was okay. We got pepperoni only. May need to try other kinds.
12-Oct-22,"I really wanted to try Joe's due to how much people rave about it. Line was reasonable and moves at a fast pace. Not sure if I got a bad batch that day or if it's in general but as you can tell in the picture my cheese pizza crust had an inflated black char bubble to it which did not look appetizing and did not help with the flavor. I had high expectations based on everything I heard about Joe's and after eating both slices, I would say I'm still searching for the best slice out there as I've had better."
10-Oct-22,"Great place to get a couple slices of pizza when near Times Square.  We went before a Broadway show and it was perfect for a quick bite.  Pizza was good and service was fast, even though there was a line out the door."
10-Oct-22,"Maybe I just had too high of an expectation based on previous reviews and comments but I was not too impressed. It was an average slice of pizza. It had a thin crust which allowed the flavors of the toppings to power through. We ordered a Sicilian pizza (thicker crust), white pizza with spinach, and supreme pizza. I think the spinach was a bit bitter or leafy tasting and took away from the cheesy flavor of the white pizza so if I go again, I would go for just white. The Sicilian pizza was good but it was also very plain. Overall it was good pizza but I actually think Antonio's pizza in RI could beat this place in a competition."
8-Oct-22,Terrible.   Absolutely burnt!!  We are from New Jersey and definitely were hoping for delicious pizza fromNew York. Sadly this is disappointing
7-Oct-22,"Chose this pizza place mainly because it was near the hotel that I was staying at (a.k.a. had no idea of its affiliation with the Spider-Man franchise or that it's apparently a popular place celebs go to for pizza lol). Ordered a whole pie with three custom toppings: mushrooms, meatball, and spinach. It had the crispy crust that I love in NY-style pizza. Wished that there was a tad more tomato sauce though. Wasn't the hugest fan of the spinach as it was a bit too salty for my liking.There were a handful of people in line when I arrived at around 5 pm on a weekday but the line went through super fast. Ordering a whole pie through Yelp/Grubhub ahead of time for takeout was super efficient and convenient!"
7-Oct-22,"Now this is top notch 5 star pizza. Holy crap this was amazing! If you want true NY pizza you must definitely stop by here. My god, every single bite was absolutely amazing! Food: the thin crust here is probably the best thin crust I have ever had in my life and I have had a lot of pizza in my time! A lot lol. This was the best thing crust. Romano's in houston used to be my number 1 thin crust but they have been dethroned unfortunately. So much flavor. The crust is so crispy. Everything is very fresh and amazingly great! The Sicilian slice was okay. NY pizza sumprea had a much better deep dish Sicilian slice but let me tell you for thin crust no one is touching these guys. Not with a ten foot pole!  I would fly back just for this pizza. So dam good! Service is great! The line was quite long but we got in and out very fast. Not much for seating but who cares. This is great pizza!"
7-Oct-22,"They're pretty generous with their tomato slices on the veggie pizza. But with the power of hindsight, go for the supreme -- it's noticeably betterWould i go out of my way to wait half an hour for a $5 pizza again? No. But glad to know that my search for the best slice of pizza can mark this place off the list"
2-Oct-22,WORST PIZZA IVE EVER HAD! first time in New York. first pizza in New York. it was soggy (almost watery) and the so-called meat looked scary. so gross!!!
2-Oct-22,"This place definitely feels like a tourist trap to me. It's cool that they have a bunch of celeb photos on the wall, but located in the Times Square I feel like thats to be expected. The food is good don't ge me wrong though. Its great if you only have a couple min to grab a bite. But for great NY pizza you can def find it somewhere else."
1-Oct-22,I'm case you are unaware this is where Spider-Man was filmed. So we made it one of our stops. Read the reviews. They don't disappoint. The lines seem long but we ordered and had our slices in a matter of minutes. I got a slice of the caprese and a supreme. Couldn't decide and why should I have to I'm on vacation darn it. lol. Good sauce slice and the ingredients taste super fresh. The basil hits the pallet. You know each slice of different in its own right.
30-Sep-22,"Simple, delicious, NY pizza. We were able to try about 4 different types of pizza they had out the night we went and they all were great. Prices are fair and even though the line was out the door, it moved fairly quickly."
29-Sep-22,"This is what you should expect from a New York Pizzeria. Fast service (mostly because the handler is hurrying you for your order so you better know what you want ) hot, thin pizza. The pepperoni was excellent, the ""undercarriage"" is thin but not so thin that you are required to fold it like a taco in order to eat it. The crust was pretty much like a cracker so I had one bite and did not finish it for fear of breaking a molar . The sauce was decent but definitely straight out of can. That said the pizza was hot and solid especially for $13 bucks including a soda. I may come again but it will definitely be an after the bars situation"
29-Sep-22,"Finally got around to try joes after the few times I've visited NYC. Honestly when I tried the pizza here I thought it wasn't really that special and that joes is overrated. Maybe it was the pizza we got, which was the caprese, but it felts kinda dry? Like I wished there was slightly more sauce, but I also don't like it when my pizzas have too much sauce. I did like the fresh tomatoes on the pizza though but I think I still like another pizza spot more."
28-Sep-22,"My favorite slice in the world. Just don't mind the clueless tourists who move slow, hijack the the crushed red pepper and oregano, and leave their trash behind. ‍"
27-Sep-22,Attentive servers! They got it under control and know what they're doing. Also pizza  was good. They have a vegetarian option for those who don't eat meat.
26-Sep-22,"Located in the heart of Time Square, of course this place is definitely a tourist trap. It's cool that they filmed the Spider-man movies here and they have all the celeb photos up on the wall, but I gotta say, the pizza was very average. Our first impression was the super long line. We waited 20 minutes. The prices are definitely higher than several other pizza places in the city. We ordered 4 slices for a total of $20!The pizza itself was alright. The red sauce on my pepperoni slice seemed a bit too acidic and could've had more cheese/pepperoni for $5/slice. The ricotta white pizza (not pictured) was pretty good, but not good enough for us to venture back into the hectic streets of Time Square. Be warned, the pizza is not worth the line. But if you want to stop by for the fun of it, don't expect too much from the pizza."
25-Sep-22,Had to come here cuz my son wanted to eat Spider-Man pizza and it did not disappoint!! So glad we went!!
24-Sep-22,"Was in the area so we ordered three slices: supreme, white, and cheese. My favorite was white- it hit all my cravings in one bite! Would I say it's the best pizza in town? I'd say I've had better, but it was good enough for a midday snack! The line can get long, but it moved pretty fast!"
24-Sep-22,"FLAVOR (4/5): First slice of authentic New York pizza. The crust at the end was a bit too thick for me and burnt, but the crust under the pizza was super thin. It didn't wow me away like I thought it would, but still a decent slice of pizza. INSTAGRAM WORTHY (4/5): When you walk in you see the Spider-Man memo, you see celebrities posing with the owner on the walls. The pizza itself is a huge slice but it's sandwiched on a paper plate. SERVICE (4/5): Fast service as expected for how busy they get. The line goes by pretty quick. They accept Apple Pay here! TAKEAWAYS: Don't have high expectations! It's a solid slice of pizza but they make so much of it it's hard to quality control everything. Tried it, but wouldn't be coming back!"
23-Sep-22,"I went into Joe's looking for a life changing New York pizza experience. So many influencers and celebrities praise this pizza place, but it turned out to be mediocre. We ordered the pepperoni and cheese pizzas. The pizza was good but it was not great. Perhaps my hopes were too high, but I would not come back again."
22-Sep-22,We ordered 4 pies and they are delicious. Everyone at the event loved the pizzas. Thank you
21-Sep-22,New York classic for a quick pizza before a Broadway show.Un clásico de Nueva York para comer una pizza rápida antes de un espectáculo en Broadway.
17-Sep-22,"Some of the best pizza I've ever had! Super thin and crunchy crust, gooey delicious cheese! And super reasonable prices! Highly recommend!"
16-Sep-22,"Was visiting New York for the first time, so it was absolutely necessary that I tried a slice of authentic New York pizza. After doing a lot of research, I settled on the trademark of Joe's pizza, and I was anything but disappointed. First off, if the pizza does not go over the paper plate, it's not New York style pizza! I appreciated their classic obedience to this one cardinal rule, but what's even better was how sensational the pizzas were! I went with a classic cheese, pepperoni, Caprese, and supreme pizza to get the diversity (and yes, the four pieces were split with my partner). Each slice was fresh, full of grease, and the perfect balance of hardy and crispy. The dough was light, airy, but also held a punch of flavor, which was phenomenal. All of the ingredients were fresh, and it was if all the flavors simply melted in your mouth. I would say my favorites ranked as follows: Supreme, Caprese, Pepperoni, than Cheese, but not one of them was a miss! There is a fair share of standing areas to eat, and although extremely busy, the costumer service was efficient, and friendly, especially when it comes to the New York standard of customer service! If you want a piece of authentic New York pizza, this is the place to be! It is most definitely worth the lines outside of the store, and it was so good, I had to go back a second time before flying back to Los Angeles! Overall, a fantastic experience, especially for a great price of less than $25 for four HUGE slices of New York pizza!"
16-Sep-22,"10/10! Third time visiting NY and didn't get a chance to stop by this place till now. Finally got to try NY style pizza and price is super affordable for a huge slice of goodness! Located just a few steps to Time Square and lines are usually long but moves fairly fast. It's a small spot that offers a few dining tables and chairs for dine-in. Tried several on their menu to share with my boyfriend: caprice pizza, pepperoni pizza and supreme pizza. First bite of the caprice pizza, my palate went on Fiesta mode! It was juicy, flavorful, tastes fresh, and  had that light crunch to it! Their pizza comes in thin crust and both pepperoni and supreme pizza slices were heaven!"
16-Sep-22,I found this place by asking an on-duty NYPD where to get pizza at midnight. The NYPD is good at a lot of things. This is New York pizza at its finest.
13-Sep-22,OMG - what a slice. Try to time your visit so you don't wait in a long line. I've walked in and I've waited 30 minutes. In any case it's one of my favorites! The cheese slice is my favorite.
10-Sep-22,The cheese. The sauce. The crust. Small place with a long line but quick service. Definitely worth the wait.
8-Sep-22,"Tried out Joes pizza because we heard it's one of the must go pizza stops in NYC. Does the job! Quick good pizza but the prices were a bit high, about $5 per slice. The pizza wasn't amazing but we were just looking for a classic piece of New York style pizza"
8-Sep-22,The BEST pizza in nyc. Only down side is the long line because it's so tasty but they keep it moving. Love stoping here for a late night slice after Broadway.
5-Sep-22,"One of the best pizza's I've ever had. That simple. That is saying a lot. Worth the trip if you are remotely in the area. Crust, sauce, and cheese are perfection. Do yourself a favor and go to Joes."
5-Sep-22,I always have to come grab a box of pizza from here when I visit New York! It's just too damn good  The line does get long during the evening but is worth the wait! I came to Joe's around 10:30 pm waited about 30 minutes to order. They do close late I believe around 3 am which is a huge plus. It is a little expensive but the pizza tastes delicious. I always order a large veggie pizza and it tastes amazing. The crust is delicious and crispy and even when I reheat my leftovers it still tastes great. I highly recommend trying it especially if you're a tourist and don't know which pizza place to try in New York. I can't wait to go back to New York and have more pizza from Joe's!
3-Sep-22,"Pizza was amazing. Went to a couple other places in nyc but when this arrived I was shocked. The crust was a perfect salty goodness, a thin crust. Got the white pie. Wished I could try more but have to leave."
2-Sep-22,One of the best pizzas I've had. They do not do half orders. Best to go with the whole pizza or you will be paying by the slice which adds up quickly. Be prepared to stand in a line. Definitely worth trying at least once. When you're done with your pizza they ask you to stack your pizza boxes on the sidewalk.
2-Sep-22,"I don't normally give reviews but Joe's Pizza deserves a good one! They're consistently good each time I come, I like their margherita pizza especially. They were also extremely sweet when I accidentally dropped my slice and supplied me another one immediately. I highly recommend it if you're coming to New York and looking for a good slice of pizza!"
31-Aug-22,"I've been wanting to try the original Joe's on my quick pizza journey in NY. This might be the most touristy location of Joe's, but then again Joe's is popular to tourists like me.From what I expect, it's a simple slice. From reality, it's a simple slice.But it's a darn decent simple slice, the iconic benchmark."
29-Aug-22,"Great place for pizza. If you're a tourist this is a must spot for you to go and check out the pizza. Be prepared for the line no matter what time you go. This place is very packed because of how popular and good it is!It's also close to time square so if you're planning on going there, this is a good place to eat. Pizzas come in slices or a whole pie. Slices are heated up so just a headsup, the quality will not be the same. Once you walk in to the place, you'll notice all the famous celebrities that been here previously and how it's been in multiple articles in the past. The staff is very friendly and the price is reasonable. The slices are big too. I loved their cheese pizza"
28-Aug-22,"Geez!!!! The line for this place seems to be never ending ! and for good reason. The line moved suprisingly fast, so don't be discouraged and give it ago, unlike the other .99c NY Pizza, they offer lots of variety and the atmosphere is second to none, it is busy, it is fast and importantly the pizza tastes amazing !!!"
28-Aug-22,Okay pizza. Not as fresh as we like it and maybe that's by design when serving by the slice but still we didn't realize the pizza would just be out for viewing and then reheated. The pizza itself was okay but lacked flavor. The crust was nice and crunchy. Still searching for the best nyc pizza
27-Aug-22,Perfect slice !  Well worth the wait in line .  A must do while in the city !  Best pizza around and consistent!
26-Aug-22,"Came on a Friday afternoon around 2pm. The line goes out of the store, but it moves pretty quickly. I ordered a slice of pepperoni. The slice itself is pretty big. The pepperonis were perfectly crispy. There was a good cheese pull. The slice was oily but wasn't saturated with oil. The crust was thin, but it holds up all the contents of the slice. However, I didn't enjoy the end of the crust as much because of the slightly harder texture.There's not a lot of seating inside, but there are little areas to stand out outside."
24-Aug-22,"Great pizza.  I was a little worried that this was just a tourist trap that didn't have good food, but I was pleasantly surprised.  The line was pretty long and took a little longer than I would have normally waited for a slice of pizza, but it was worth it when I got the pizza.  It was tasty, classic, hot, and fresh.  I'd like to go again if I can catch them without quite such a long line."
22-Aug-22,DEVINE!  Don't miss this delicious pizza spot that is worth the line.  We also had it delivered to our hotel with no problems.  Highly recommend
19-Aug-22,"We flew in from LA and after checking in to our hotel we went to Joe's pizza and got two whole pizza's, pepperoni and mushroom, and Caprese.  Amazing, the four of us ate it all, we were starving and it really hit the spot.  Love NY style pizza and this was the best.  They were super busy but they made the pizza in 15 minutes!"
19-Aug-22,"Great NY style pizza at a reasonable price.  Nothing fancy, just what you would expect from a NYC pizzeria.  Will order again."
18-Aug-22,"The pizza at the Times Square location is okay, but it is often too busy, as it is a tourist trap.  I think the consistency of the pizza here varies the most compared to the other Joe's Pizzas."
18-Aug-22,Quick bite for a lunch. Tasty at the reasonable price.But to buy 2+ slices. Go early to avoid long lines.
16-Aug-22,Go to Domino's!! Bad attitude and soggy pie...loosing combo! I ordered two pies...both were nasty. We each (3 ppl) had a piece and had to toss the rest...$75 down the drain. Thankfully  GrubHub helped to make it right by giving us credit for one with a nice attitude.
16-Aug-22,Pizza is good but obviously a tourist trap. Right around the corner is literally pizza slice that is a dollar per slice. There is a long line here too. This pizza is much pricier than the $1 slice spots but does not even taste any better. The man behind the counter was rlly friendly and had great energy though.
16-Aug-22,"Best pizza ever! I don't generally like pizza.... I know, I know! In my defense, I'm from California. Joe's was recommended to me by a friend that knows I'm picky about food, well I don't like to waste calories. This pizza! Gosh, I should have ordered two slices for myself, or the whole goddamn pie.Thin crust, a lil crunchy, amazing sauce, and well I had the supreme :-) stop by  have an extra slice for me"
15-Aug-22,"This place is very popular but happy to say it lives up to the hype! I got the fresh mozzarella slice and would 10/10 recommend, we also tried the pepperoni but the mozz was a lot better. Thin, big, great flavour and a reasonable price. This location is very central to a lot of tourist spots so it's quite busy but the line went fast and they're very organized."
14-Aug-22,"One of the best NYC slices; fast, hot and delicious. My only complaint is there seems to be no AC on, so the placing is sweltering on a hot day. The staff also could do a better job keeping the tables and floor clean. The pizza alone is 5 stars."
14-Aug-22,"The ultimate, the quintessential, THE BEST slice in NYC. Nothing beats a cheesy, melty slice of Joe's hot out of the oven."
13-Aug-22,"""Pizza time."" I'm a huge Spider-Man fan so to go to Joe's Pizza where Peter Parker worked in the second movie, I was geeking out. Didn't quite live up to the hype. I feel it's a good average slice of pizza. I got the white with garlic and spinach. The spinach is all wet and had no flavor. I hardly got to taste the pizza because a bunch of wet leaves are on my dough. If it had been arugula, that would've been delicious. I've had many tell me about Joe's and it wasn't anything special. I've had pizza in Inwood or other places that are just as good. Also saw a fight break out right outside the store where 6 employees were beating up this guy. I don't know the story, but yeah, that made me a little on edge going into the store where they worked."
10-Aug-22,OK for a late night snack when nothing else is open. Lines are very long during the day
9-Aug-22,"The crust couldn't get any thinner and it was crispy. Pretty tasty and would definitely come back. Standing room only if that, lol."
8-Aug-22,One of the better pizzas I've had in nyc. Definitely in my top 3 for sure as of now. Can't wait to have it again
8-Aug-22,"Came for the hype. Eh, it was pretty good. Crust was a little burnt. Guy behind the counter was nice. But $3.60For a slice of pizza? Not my style, maybe the other locations taste better"
7-Aug-22,"Joes was a welcomed option to heading back out in the city after a long day.   The pizza was all New York. Great toppings on the giant slices.  Delivery to our hotel was early and hot.  Thanks for making our night.  Oh yeah, they provided plates, napkins, and essential pizza topping without a request."
7-Aug-22,"This place was packed and had a huge line. It was really hot outside but the pizzas were worth the wait. The only kinds I would avoid buying are cheese and spinach. The rest are really good, especially the supreme."
6-Aug-22,There's always a line.  We've been to another location before and it never disappoints. The long line out the door can seem daunting but the staff is super efficient and it moves very quickly.  By the time you get your pizza there is room somewhere to enjoy your goodies. We ordered a pepperoni slice and a Sicilian.  My only complaint is the Sicilian slice could have been warmer. Definitely will keep Joe's as a go to for my NY pizza fix!
6-Aug-22,"Delicious New York pizza delivered in less than 30 minutes. I grew up in flushing queens and miss delicious authentic pizza in Nashville where I live now. There is good pizza but no real NY style pizza. We were exhausted and I am with a kid who is determined to not leave our hotel. I wanted to take her to Patsys or John's but it was a no go. Probably partially bc we hadn't eaten all day, the pizza was amazing. Thin crust. Hot. Foldable. Not too much cheese. Hit the mother freaking spot."
4-Aug-22,"Joe's pizza is the pizza! beautifully crafted NYC pizza, floppy and delicious!  if you want the best pizza, head to Joe's!"
2-Aug-22,"Most amazing pizza!  I am from California and I had a slice of this pizza first time at their West Village location, it was just awesome!!! So addictive that I came back to their other location on 42nd street before leaving New York.  This time I had a slice of Supreme and Mozzarella & Tomato. Just out of this world!!!"
1-Aug-22,"We went to joes pizza on our way to Times Square. You can order pizza by the slice or whole. They are very fast and pizza tastes great! We loved being able to eat here. Even with how busy and long the line was we were able to sit down and eat. Great service, staff and food. Definitely worth it!"
1-Aug-22,Was visiting NY Times Square and friend recommended this place.  Tried to go 3 times but the line was so long ...at 11pm at night!!!!! Finally got lucky once and there was a short line. Pizza was delicious. I don't even know what I got I forgot but I remember I loved it
31-Jul-22,"We had this on our trip out to NYC  and I am still daydreaming about it today. We decided to order a big pepperoni pizza for delivery during our stay and it did not disappoint. The crust was on the thinner side but that's NY pizza and honestly, I prefer it that way. Not too saucy and had the right pepperoni to crust ratio."
30-Jul-22,Great place to grab a delicious pizza! The restaurant is in an old church(?) with gorgeous stained glass and beautiful mural.
